,lon,lat,capacity_MW,state,type
458,75.638,15.432,0.675,Karnataka,Wind
459,75.638,15.432,2.53,Karnataka,Wind
460,75.978,12.838,1.5,Karnataka,Wind
461,77.342,16.206,50.0,Karnataka,Wind
462,75.41207885742188,14.144257545471191,22.8,Karnataka,Wind
463,79.36282348632812,22.351898193359375,12.0,Madhya Pradesh,Wind
464,76.184,15.752,69.3,Karnataka,Wind
465,76.627,16.119,40.0,Karnataka,Wind
466,75.586,15.385,34.4,Karnataka,Wind
467,75.715,16.833,15.0,Karnataka,Wind
468,75.715,16.833,46.0,Karnataka,Wind
469,75.715,16.833,15.0,Karnataka,Wind
470,77.82705688476562,12.728028297424316,6.6,Tamil Nadu,Wind
471,77.051,12.556,3.0,Karnataka,Wind
472,75.379,15.732,7.2,Karnataka,Wind
473,76.529,15.970,6.0,Karnataka,Wind
474,76.119,13.949,2.0,Karnataka,Wind
475,74.485,15.855,64.6,Karnataka,Wind
476,75.732,15.610,40.0,Karnataka,Wind
477,74.52368,15.85787,60.0,Karnataka,Wind
478,75.042,16.031,60.0,Karnataka,Wind
479,75.217,15.865,82.4,Karnataka,Wind
480,88.27975,27.16635,100.3,Sikkim,Wind
481,75.919,14.454,106.25,Karnataka,Wind
482,75.247,15.147,50.4,Karnataka,Wind
483,75.008,15.461,44.0,Karnataka,Wind
484,74.52368,15.85787,100.0,Karnataka,Wind
485,75.862,14.655,23.1,Karnataka,Wind
486,79.36282348632812,22.351898193359375,4.95,Madhya Pradesh,Wind
487,76.39545,14.22425,68.8,Karnataka,Wind
488,76.030,13.910,56.1,Karnataka,Wind
489,79.36282348632812,22.351898193359375,2.55,Madhya Pradesh,Wind
490,75.894,16.817,50.0,Karnataka,Wind
491,75.894,16.817,50.0,Karnataka,Wind
492,75.587,15.267,25.5,Karnataka,Wind
493,75.587,15.267,1.7,Karnataka,Wind
494,75.587,15.267,28.9,Karnataka,Wind
495,75.587,15.267,15.3,Karnataka,Wind
496,76.844,8.625,18.0,Kerala,Wind
497,76.733,10.796,22.0,Kerala,Wind
498,77.226,9.802,25.0,Kerala,Wind
499,76.020,23.717,100.0,Madhya Pradesh,Wind
500,75.036,23.333,50.0,Madhya Pradesh,Wind
501,75.036,23.333,66.0,Madhya Pradesh,Wind
502,75.036,23.333,52.0,Madhya Pradesh,Wind
503,75.231,23.021,100.0,Madhya Pradesh,Wind
504,75.389,23.545,50.0,Madhya Pradesh,Wind
505,77.898,21.907,49.5,Madhya Pradesh,Wind
506,76.77903747558594,30.73335075378418,92.0,Chandigarh,Wind
507,76.77903747558594,30.73335075378418,38.0,Chandigarh,Wind
508,75.171,22.908,60.9,Madhya Pradesh,Wind
509,76.04819,22.97201,58.8,Madhya Pradesh,Wind
510,76.04819,22.97201,27.3,Madhya Pradesh,Wind
511,76.17823028564453,23.082637786865234,108.0,Madhya Pradesh,Wind
512,76.050,22.960,14.0,Madhya Pradesh,Wind
513,76.050,22.960,22.1,Madhya Pradesh,Wind
514,76.050,22.960,26.0,Madhya Pradesh,Wind
515,75.126,23.638,30.0,Madhya Pradesh,Wind
516,85.05794525146484,19.67407989501953,6.0,Odisha,Wind
517,27.26812171936035,58.994102478027344,50.0,,Wind
518,76.372,23.379,92.0,Madhya Pradesh,Wind
519,76.372,23.379,50.0,Madhya Pradesh,Wind
520,76.372,23.379,30.0,Madhya Pradesh,Wind
521,76.372,23.379,26.0,Madhya Pradesh,Wind
522,75.109,24.238,27.3,Madhya Pradesh,Wind
523,75.362,23.312,25.2,Madhya Pradesh,Wind
524,78.2889633178711,23.538175582885742,50.4,Madhya Pradesh,Wind
525,75.036,23.333,100.5,Madhya Pradesh,Wind
526,74.967,24.100,28.8,Madhya Pradesh,Wind
527,75.410,23.451,2.5,Madhya Pradesh,Wind
528,74.992,23.643,8.0,Madhya Pradesh,Wind
529,75.538,24.215,20.0,Madhya Pradesh,Wind
530,75.538,24.215,20.0,Madhya Pradesh,Wind
531,75.538,24.215,18.0,Madhya Pradesh,Wind
532,74.922,23.356,22.5,Madhya Pradesh,Wind
533,74.922,23.356,10.8,Madhya Pradesh,Wind
534,76.17129516601562,22.818117141723633,24.0,Madhya Pradesh,Wind
535,79.36282348632812,22.351898193359375,16.0,Madhya Pradesh,Wind
536,75.038,23.334,170.0,Madhya Pradesh,Wind
537,79.36282348632812,22.351898193359375,1.5,Madhya Pradesh,Wind
538,79.36282348632812,22.351898193359375,6.0,Madhya Pradesh,Wind
539,79.36282348632812,22.351898193359375,50.0,Madhya Pradesh,Wind
540,74.250,21.370,10.0,Maharashtra,Wind
541,74.29979705810547,17.60201072692871,14.4,Maharashtra,Wind
542,74.29979705810547,17.60201072692871,2.4,Maharashtra,Wind
543,74.29979705810547,17.60201072692871,15.975,Maharashtra,Wind
544,74.29979705810547,17.60201072692871,6.25,Maharashtra,Wind
545,74.29979705810547,17.60201072692871,4.0,Maharashtra,Wind
546,74.29979705810547,17.60201072692871,16.0,Maharashtra,Wind
547,73.53333282470703,18.899999618530273,56.0,Maharashtra,Wind
548,73.53333282470703,18.899999618530273,57.6,Maharashtra,Wind
549,79.36282348632812,22.351898193359375,3.0,Madhya Pradesh,Wind
550,73.127,19.258,10.4,Maharashtra,Wind
551,73.127,19.258,42.0,Maharashtra,Wind
552,79.36282348632812,22.351898193359375,66.0,Madhya Pradesh,Wind
553,74.142,17.027,1.65,Maharashtra,Wind
554,76.747,18.929,49.3,Maharashtra,Wind
555,74.327,17.770,15.0,Maharashtra,Wind
556,74.327,17.770,27.0,Maharashtra,Wind
557,74.327,17.770,42.9,Maharashtra,Wind
558,74.327,17.770,4.95,Maharashtra,Wind
559,74.74662780761719,17.16118049621582,0.8,Maharashtra,Wind
560,79.36282348632812,22.351898193359375,2.5,Madhya Pradesh,Wind
561,79.36282348632812,22.351898193359375,1.25,Madhya Pradesh,Wind
562,74.37919616699219,17.77802085876465,98.7,Maharashtra,Wind
563,74.37919616699219,17.77802085876465,21.0,Maharashtra,Wind
564,74.37919616699219,17.77802085876465,80.0,Maharashtra,Wind
565,74.776,20.904,40.0,Maharashtra,Wind
566,74.20677947998047,21.15355682373047,3.3,Maharashtra,Wind
567,74.20677947998047,21.15355682373047,40.0,Maharashtra,Wind
568,74.20677947998047,21.15355682373047,3.0,Maharashtra,Wind
569,74.20677947998047,21.15355682373047,3.0,Maharashtra,Wind
570,74.20677947998047,21.15355682373047,15.0,Maharashtra,Wind
571,74.20677947998047,21.15355682373047,17.25,Maharashtra,Wind
572,74.20677947998047,21.15355682373047,9.6,Maharashtra,Wind
573,74.20677947998047,21.15355682373047,431.25,Maharashtra,Wind
574,74.20677947998047,21.15355682373047,6.0,Maharashtra,Wind
575,79.36282348632812,22.351898193359375,11.0,Madhya Pradesh,Wind
576,74.717,17.314,30.0,Maharashtra,Wind
577,72.857,19.111,182.5,Maharashtra,Wind
578,72.857,19.111,30.0,Maharashtra,Wind
579,72.857,19.111,4.2,Maharashtra,Wind
580,74.242,21.366,39.0,Maharashtra,Wind
581,73.837,17.479,2.0,Maharashtra,Wind
582,73.837,17.479,3.75,Maharashtra,Wind
583,73.837,17.479,0.45,Maharashtra,Wind
584,73.837,17.479,5.6,Maharashtra,Wind
585,73.837,17.479,1.8,Maharashtra,Wind
586,73.837,17.479,5.0,Maharashtra,Wind
587,73.837,17.479,6.0,Maharashtra,Wind
588,73.837,17.479,4.8,Maharashtra,Wind
589,73.790,17.941,37.6,Maharashtra,Wind
590,74.247,21.202,1.25,Maharashtra,Wind
591,74.247,21.202,5.0,Maharashtra,Wind
592,73.86161,18.42165,75.0,Maharashtra,Wind
593,74.544,17.708,8.75,Maharashtra,Wind
594,74.987,17.117,2.5,Maharashtra,Wind
595,74.987,17.117,8.4,Maharashtra,Wind
596,74.987,17.117,30.6,Maharashtra,Wind
597,74.987,17.117,162.5,Maharashtra,Wind
598,74.987,17.117,73.5,Maharashtra,Wind
599,74.771,20.902,3.75,Maharashtra,Wind
600,74.771,20.902,4.5,Maharashtra,Wind
601,74.771,20.902,20.0,Maharashtra,Wind
602,74.770,20.908,15.0,Maharashtra,Wind
603,74.770,20.908,30.0,Maharashtra,Wind
604,74.770,20.908,3.75,Maharashtra,Wind
605,74.250,21.370,10.0,Maharashtra,Wind
606,74.250,21.370,75.0,Maharashtra,Wind
607,74.861,17.174,10.0,Maharashtra,Wind
608,75.30715,19.84802,32.0,Maharashtra,Wind
609,74.01092,17.68434,18.0,Maharashtra,Wind
610,73.794,17.920,23.1,Maharashtra,Wind
611,79.36282348632812,22.351898193359375,2.4,Madhya Pradesh,Wind
612,79.36282348632812,22.351898193359375,4.2,Madhya Pradesh,Wind
613,79.36282348632812,22.351898193359375,7.2,Madhya Pradesh,Wind
614,79.36282348632812,22.351898193359375,37.8,Madhya Pradesh,Wind
615,79.36282348632812,22.351898193359375,15.6,Madhya Pradesh,Wind
616,79.36282348632812,22.351898193359375,16.5,Madhya Pradesh,Wind
617,79.36282348632812,22.351898193359375,1.25,Madhya Pradesh,Wind
618,79.36282348632812,22.351898193359375,2.5,Madhya Pradesh,Wind
619,74.770,20.908,33.6,Maharashtra,Wind
620,74.268,17.631,28.0,Maharashtra,Wind
621,8.23493766784668,53.34403610229492,11.25,,Wind
622,74.567,16.854,30.0,Maharashtra,Wind
623,74.567,16.854,50.4,Maharashtra,Wind
624,75.167,17.060,24.65,Maharashtra,Wind
625,75.167,17.060,50.0,Maharashtra,Wind
626,74.567,16.854,30.0,Maharashtra,Wind
627,74.567,16.854,49.3,Maharashtra,Wind
628,74.567,16.854,60.0,Maharashtra,Wind
629,87.26030731201172,24.97258949279785,4.2,Jharkhand,Wind
630,73.809,17.721,7.5,Maharashtra,Wind
631,73.809,17.721,15.0,Maharashtra,Wind
632,73.49632,16.6063,57.0,Maharashtra,Wind
633,73.49632,16.6063,7.5,Maharashtra,Wind
634,79.92595672607422,17.902542114257812,24.0,Telangana,Wind
635,79.92595672607422,17.902542114257812,10.0,Telangana,Wind
636,74.883,19.164,70.0,Maharashtra,Wind
637,74.883,19.164,108.0,Maharashtra,Wind
638,74.883,19.164,50.4,Maharashtra,Wind
639,79.36282348632812,22.351898193359375,98.6,Madhya Pradesh,Wind
640,76.264,20.346,150.0,Maharashtra,Wind
641,73.32666,18.91137,50.0,Maharashtra,Wind
642,73.891,19.020,4.0,Maharashtra,Wind
643,79.456,20.956,21.25,Maharashtra,Wind
644,81.41971588134766,22.255285263061523,14.4,Chhattisgarh,Wind
645,73.93651580810547,17.21799659729004,7.5,Maharashtra,Wind
646,73.93651580810547,17.21799659729004,45.0,Maharashtra,Wind
647,73.93651580810547,17.21799659729004,3.3,Maharashtra,Wind
648,72.88488,19.06451,2.0,Maharashtra,Wind
649,73.711,20.030,5.0,Maharashtra,Wind
650,72.00118,22.15905,21.0,Gujarat,Wind
651,73.12525177001953,18.41828155517578,4.8,Maharashtra,Wind
652,79.36282348632812,22.351898193359375,15.4,Madhya Pradesh,Wind
653,77.031,19.812,29.7,Maharashtra,Wind
654,73.88907,19.72399,36.0,Maharashtra,Wind
655,73.88907,19.72399,52.0,Maharashtra,Wind
656,73.30000305175781,16.99444007873535,65.6,Maharashtra,Wind
657,88.38705,22.72551,35.2,West Bengal,Wind
658,79.36282348632812,22.351898193359375,61.25,Madhya Pradesh,Wind
659,79.36282348632812,22.351898193359375,13.2,Madhya Pradesh,Wind
660,74.564,16.854,3.0,Maharashtra,Wind
661,74.001,17.691,6.25,Maharashtra,Wind
662,74.001,17.691,42.7,Maharashtra,Wind
663,74.001,17.691,14.7,Maharashtra,Wind
664,74.001,17.691,1.5,Maharashtra,Wind
665,74.001,17.691,174.6,Maharashtra,Wind
666,74.001,17.691,24.0,Maharashtra,Wind
667,74.001,17.691,12.0,Maharashtra,Wind
668,75.352,18.808,31.2,Maharashtra,Wind
669,75.352,18.808,0.5,Maharashtra,Wind
670,75.352,18.808,100.0,Maharashtra,Wind
671,74.1343002319336,16.984752655029297,3.2,Maharashtra,Wind
672,74.1343002319336,16.984752655029297,12.8,Maharashtra,Wind
673,73.999,19.844,1.5,Maharashtra,Wind
674,73.999,19.844,12.6,Maharashtra,Wind
675,74.378,18.325,2.0,Maharashtra,Wind
676,74.372,18.336,20.0,Maharashtra,Wind
677,74.536,18.959,150.0,Maharashtra,Wind
678,73.823,17.604,8.1,Maharashtra,Wind
679,73.823,17.604,15.6,Maharashtra,Wind
680,73.823,17.604,10.8,Maharashtra,Wind
681,73.823,17.604,6.4,Maharashtra,Wind
682,74.313,20.991,21.25,Maharashtra,Wind
683,79.36282348632812,22.351898193359375,7.0,Madhya Pradesh,Wind
684,79.36282348632812,22.351898193359375,21.0,Madhya Pradesh,Wind
685,79.36282348632812,22.351898193359375,5.7,Madhya Pradesh,Wind
686,79.36282348632812,22.351898193359375,12.6,Madhya Pradesh,Wind
687,79.36282348632812,22.351898193359375,0.75,Madhya Pradesh,Wind
688,79.36282348632812,22.351898193359375,1.0,Madhya Pradesh,Wind
689,79.36282348632812,22.351898193359375,0.225,Madhya Pradesh,Wind
690,79.36282348632812,22.351898193359375,5.5,Madhya Pradesh,Wind
691,79.36282348632812,22.351898193359375,21.75,Madhya Pradesh,Wind
692,74.004,17.690,189.0,Maharashtra,Wind
693,73.98856353759766,17.219213485717773,9.0,Maharashtra,Wind
694,73.98856353759766,17.219213485717773,4.0,Maharashtra,Wind
695,73.98856353759766,17.219213485717773,6.6,Maharashtra,Wind
696,75.341,17.091,45.0,Maharashtra,Wind
697,75.341,17.091,27.0,Maharashtra,Wind
698,75.341,17.091,22.5,Maharashtra,Wind
699,75.341,17.091,49.5,Maharashtra,Wind
700,73.33332061767578,16.550899505615234,1.5,Maharashtra,Wind
701,74.59880065917969,18.825559616088867,10.0,Maharashtra,Wind
702,75.054,19.064,50.4,Maharashtra,Wind
703,75.068,19.059,25.2,Maharashtra,Wind
704,75.873,18.397,148.8,Maharashtra,Wind
705,69.900,20.800,,,Wind
706,69.500,21.600,600.0,,Wind
707,74.01023,22.29751,500.0,Gujarat,Wind
708,79.36282348632812,22.351898193359375,24.0,Madhya Pradesh,Wind
709,72.600,18.600,500.0,,Wind
710,72.600,18.600,10.0,,Wind
711,72.800,20.400,,,Wind
712,79.400,9.400,500.0,,Wind
713,79.000,9.100,,,Wind
714,78.000,8.200,500.0,,Wind
715,78.000,8.200,500.0,,Wind
716,79.000,9.100,200.0,,Wind
717,70.918,26.916,15.0,Rajasthan,Wind
718,70.918,26.916,25.5,Rajasthan,Wind
719,70.860,26.904,5.0,Rajasthan,Wind
720,70.860,26.904,3.15,Rajasthan,Wind
721,70.860,26.904,2.5,Rajasthan,Wind
722,70.860,26.904,6.0,Rajasthan,Wind
723,75.204,28.883,4.0,Rajasthan,Wind
724,74.295,29.073,5.0,Rajasthan,Wind
725,74.295,29.073,2.5,Rajasthan,Wind
726,74.295,29.073,15.0,Rajasthan,Wind
727,71.036,26.615,21.6,Rajasthan,Wind
728,71.036,26.615,82.4,Rajasthan,Wind
729,71.066,26.545,14.4,Rajasthan,Wind
730,86.09957885742188,20.89020347595215,3.0,Odisha,Wind
731,71.341,26.636,50.4,Rajasthan,Wind
732,71.341,26.636,31.5,Rajasthan,Wind
733,71.341,26.636,50.4,Rajasthan,Wind
734,71.341,26.636,50.4,Rajasthan,Wind
735,73.492,26.645,25.2,Rajasthan,Wind
736,74.864,23.684,15.0,Rajasthan,Wind
737,74.864,23.684,19.5,Rajasthan,Wind
738,70.914,26.913,118.0,Rajasthan,Wind
739,70.914,26.913,40.0,Rajasthan,Wind
740,71.375,26.556,30.0,Rajasthan,Wind
741,73.910,25.529,37.5,Rajasthan,Wind
742,73.910,25.529,22.5,Rajasthan,Wind
743,74.643,23.926,51.0,Rajasthan,Wind
744,71.19683074951172,26.701053619384766,30.0,Rajasthan,Wind
745,71.182,26.701,24.0,Rajasthan,Wind
746,71.214,26.236,40.0,Rajasthan,Wind
747,70.900,26.920,160.0,Rajasthan,Wind
748,70.900,26.920,904.0,Rajasthan,Wind
749,70.900,26.920,51.0,Rajasthan,Wind
750,70.900,26.920,2.1,Rajasthan,Wind
751,70.900,26.920,50.4,Rajasthan,Wind
752,70.900,26.920,21.25,Rajasthan,Wind
753,70.908,26.916,75.6,Rajasthan,Wind
754,70.908,26.916,23.1,Rajasthan,Wind
755,70.860,26.904,26.0,Rajasthan,Wind
756,70.860,26.904,10.0,Rajasthan,Wind
757,70.860,26.904,40.0,Rajasthan,Wind
758,73.47573,16.7193,24.8,Maharashtra,Wind
759,71.197,26.591,50.0,Rajasthan,Wind
760,70.874,26.933,13.6,Rajasthan,Wind
761,70.914,26.913,47.6,Rajasthan,Wind
762,70.860,26.904,76.5,Rajasthan,Wind
763,74.710,29.107,21.0,Rajasthan,Wind
764,70.98722839355469,26.275592803955078,52.0,Rajasthan,Wind
765,70.908,26.916,31.5,Rajasthan,Wind
766,70.908,26.916,42.0,Rajasthan,Wind
767,70.908,26.916,79.8,Rajasthan,Wind
768,71.242,26.858,102.9,Rajasthan,Wind
769,78.56653594970703,28.972883224487305,62.9,Uttar Pradesh,Wind
770,78.56653594970703,28.972883224487305,27.2,Uttar Pradesh,Wind
771,72.58540344238281,23.104116439819336,55.5,Gujarat,Wind
772,79.36282348632812,22.351898193359375,3.2,Madhya Pradesh,Wind
773,72.91350555419922,26.72205352783203,33.0,Rajasthan,Wind
774,70.92554,26.91358,9.8,Rajasthan,Wind
775,70.92554,26.91358,15.0,Rajasthan,Wind
776,70.92554,26.91358,12.5,Rajasthan,Wind
777,70.92554,26.91358,7.5,Rajasthan,Wind
778,70.92554,26.91358,3.85,Rajasthan,Wind
779,83.5284652709961,25.29254722595215,7.5,Bihar,Wind
780,83.5284652709961,25.29254722595215,3.85,Bihar,Wind
781,74.774,24.031,62.0,Rajasthan,Wind
782,74.774,24.031,64.0,Rajasthan,Wind
783,71.515,26.541,50.0,Rajasthan,Wind
784,71.515,26.541,50.4,Rajasthan,Wind
785,71.345,26.586,24.0,Rajasthan,Wind
786,73.02185821533203,26.283340454101562,7.5,Rajasthan,Wind
787,70.59814453125,26.917110443115234,8.0,Rajasthan,Wind
788,78.12135314941406,31.157915115356445,1.25,Uttarakhand,Wind
789,79.36282348632812,22.351898193359375,50.4,Madhya Pradesh,Wind
790,79.36282348632812,22.351898193359375,50.4,Madhya Pradesh,Wind
791,85.30033111572266,22.369510650634766,24.0,Jharkhand,Wind
792,83.05075,18.24563,6.25,Andhra Pradesh,Wind
793,84.02106,18.75815,2.5,Andhra Pradesh,Wind
794,79.36282348632812,22.351898193359375,2.5,Madhya Pradesh,Wind
795,70.354,27.796,60.0,Rajasthan,Wind
796,70.354,27.796,60.0,Rajasthan,Wind
797,70.914,26.913,31.5,Rajasthan,Wind
798,70.914,26.913,100.8,Rajasthan,Wind
799,70.914,26.913,50.4,Rajasthan,Wind
800,70.914,26.913,50.4,Rajasthan,Wind
801,72.794,26.503,10.4,Rajasthan,Wind
802,72.794,26.503,20.0,Rajasthan,Wind
803,77.77322387695312,20.16908073425293,8.0,Maharashtra,Wind
804,77.40358,23.30287,126.0,Madhya Pradesh,Wind
805,77.756,8.608,0.75,Tamil Nadu,Wind
806,77.353,9.014,16.5,Tamil Nadu,Wind
807,77.588,11.577,13.5,Tamil Nadu,Wind
808,79.36282348632812,22.351898193359375,0.75,Madhya Pradesh,Wind
809,77.950,9.001,1.2,Tamil Nadu,Wind
810,77.540,8.710,59.76,Tamil Nadu,Wind
811,80.250,13.060,15.0,Tamil Nadu,Wind
812,78.095,9.435,1.8,Tamil Nadu,Wind
813,76.97031,11.01601,8.8,Tamil Nadu,Wind
814,79.36282348632812,22.351898193359375,4.95,Madhya Pradesh,Wind
815,77.64993286132812,8.244508743286133,8.75,Tamil Nadu,Wind
816,83.34856,18.17963,30.6,Andhra Pradesh,Wind
817,77.502,9.056,100.5,Tamil Nadu,Wind
818,77.747,8.726,18.75,Tamil Nadu,Wind
819,77.280,10.690,21.0,Tamil Nadu,Wind
820,79.36282348632812,22.351898193359375,9.6,Madhya Pradesh,Wind
821,79.36282348632812,22.351898193359375,6.25,Madhya Pradesh,Wind
822,77.747,8.726,51.0,Tamil Nadu,Wind
823,77.850,8.640,1.5,Tamil Nadu,Wind
824,80.182,13.106,1.65,Tamil Nadu,Wind
825,80.182,13.106,3.0,Tamil Nadu,Wind
826,77.770,8.950,50.0,Tamil Nadu,Wind
827,77.770,8.950,30.0,Tamil Nadu,Wind
828,77.747,8.726,40.8,Tamil Nadu,Wind
829,76.990,10.999,11.0,Tamil Nadu,Wind
830,79.36282348632812,22.351898193359375,0.8,Madhya Pradesh,Wind
831,77.446,10.850,5.0,Tamil Nadu,Wind
832,77.25041961669922,10.578995704650879,8.25,Tamil Nadu,Wind
833,79.36282348632812,22.351898193359375,3.0,Madhya Pradesh,Wind
834,79.36282348632812,22.351898193359375,24.0,Madhya Pradesh,Wind
835,79.36282348632812,22.351898193359375,2.5,Madhya Pradesh,Wind
836,77.590,8.250,1500.0,Tamil Nadu,Wind
837,77.590,8.250,10.0,Tamil Nadu,Wind
838,77.590,8.250,22.0,Tamil Nadu,Wind
839,77.417,10.884,21.0,Tamil Nadu,Wind
840,77.430,8.170,1.5,Tamil Nadu,Wind
841,77.430,8.170,2.25,Tamil Nadu,Wind
842,77.430,8.170,1.5,Tamil Nadu,Wind
843,77.430,8.170,3.0,Tamil Nadu,Wind
844,77.430,8.170,2.25,Tamil Nadu,Wind
845,77.430,8.170,0.75,Tamil Nadu,Wind
846,77.430,8.170,6.75,Tamil Nadu,Wind
847,77.430,8.170,1.5,Tamil Nadu,Wind
848,77.430,8.170,6.6,Tamil Nadu,Wind
849,77.430,8.170,1.25,Tamil Nadu,Wind
850,77.430,8.170,1.25,Tamil Nadu,Wind
851,77.341,11.109,9.35,Tamil Nadu,Wind
852,77.286,10.991,6.0,Tamil Nadu,Wind
853,77.576,8.323,3.75,Tamil Nadu,Wind
854,77.81326,9.44369,34.5,Tamil Nadu,Wind
855,77.700,8.243,3.0,Tamil Nadu,Wind
856,77.607,8.707,4.25,Tamil Nadu,Wind
857,77.607,8.707,3.0,Tamil Nadu,Wind
858,78.140,11.206,99.0,Tamil Nadu,Wind
859,77.351,11.117,120.0,Tamil Nadu,Wind
860,77.351,11.117,20.0,Tamil Nadu,Wind
861,80.240,12.970,12.0,Tamil Nadu,Wind
862,77.747,8.726,49.5,Tamil Nadu,Wind
863,76.990,10.960,100.0,Tamil Nadu,Wind
864,76.990,10.960,10.0,Tamil Nadu,Wind
865,76.990,10.960,10.5,Tamil Nadu,Wind
866,77.169,11.353,5.0,Tamil Nadu,Wind
867,77.4098129272461,10.543692588806152,4.0,Tamil Nadu,Wind
868,77.685,8.263,1.5,Tamil Nadu,Wind
869,77.685,8.263,3.0,Tamil Nadu,Wind
870,77.685,8.263,10.5,Tamil Nadu,Wind
871,77.685,8.263,15.0,Tamil Nadu,Wind
872,77.757,8.715,30.0,Tamil Nadu,Wind
873,77.336,9.945,25.5,Tamil Nadu,Wind
874,77.336,9.945,24.0,Tamil Nadu,Wind
875,77.747,8.726,2.1,Tamil Nadu,Wind
876,77.699,8.337,1.5,Tamil Nadu,Wind
877,79.36282348632812,22.351898193359375,4.5,Madhya Pradesh,Wind
878,79.36282348632812,22.351898193359375,6.25,Madhya Pradesh,Wind
879,77.7227554321289,8.267597198486328,3.3,Tamil Nadu,Wind
880,77.7227554321289,8.267597198486328,2.5,Tamil Nadu,Wind
881,77.421,9.052,5.1,Tamil Nadu,Wind
882,77.421,9.052,2.7,Tamil Nadu,Wind
883,77.257,9.904,8.0,Tamil Nadu,Wind
884,77.257,9.904,8.0,Tamil Nadu,Wind
885,78.116,11.747,6.6,Tamil Nadu,Wind
886,77.472,10.006,3.0,Tamil Nadu,Wind
887,77.472,10.006,49.5,Tamil Nadu,Wind
888,77.472,10.006,49.5,Tamil Nadu,Wind
889,77.472,10.006,49.5,Tamil Nadu,Wind
890,77.700,8.733,47.85,Tamil Nadu,Wind
891,77.700,8.733,3.3,Tamil Nadu,Wind
892,77.700,8.733,6.75,Tamil Nadu,Wind
893,77.700,8.733,15.0,Tamil Nadu,Wind
894,77.774,8.252,1.5,Tamil Nadu,Wind
895,77.700,8.733,10.5,Tamil Nadu,Wind
896,77.700,8.733,51.0,Tamil Nadu,Wind
897,77.461,8.156,1.5,Tamil Nadu,Wind
898,77.461,8.156,6.0,Tamil Nadu,Wind
899,77.248,10.585,11.2,Tamil Nadu,Wind
900,77.599,8.911,2.5,Tamil Nadu,Wind
901,79.36282348632812,22.351898193359375,3.0,Madhya Pradesh,Wind
902,77.535,8.984,,Tamil Nadu,Wind
903,77.535,8.984,7.5,Tamil Nadu,Wind
904,77.535,8.984,10.0,Tamil Nadu,Wind
905,77.443,8.965,9.9,Tamil Nadu,Wind
906,77.573,10.584,100.5,Tamil Nadu,Wind
907,79.54444122314453,11.33611011505127,16.5,Tamil Nadu,Wind
908,77.469,9.050,1.2,Tamil Nadu,Wind
909,77.609,8.471,1.25,Tamil Nadu,Wind
910,78.490,17.380,10.0,Telangana,Wind
911,77.920,17.200,65.1,Telangana,Wind
912,77.920,17.200,33.6,Telangana,Wind
913,78.261,18.045,31.5,Telangana,Wind
